sample_name	antibiotics_treatment_end_timestamp	antibiotics_treatment_start_timestamp	birth_timestamp	bis	cage	cage_timestamp	cohort	collection_timestamp	date_of_shipment	death_timestamp	demux_index	description	diseased	elevation	empo_1	empo_2	empo_3	env_biome	env_feature	env_material	env_package	exposure_to_infections	facility	facs_peripheralblood_bcells	facs_timestamp	genotype	geo_loc_name	host_age	host_age_units	host_body_habitat	host_body_product	host_body_site	host_common_name	host_height	host_height_units	host_line	host_scientific_name	host_subject_id	host_taxid	host_weight	host_weight_units	latitude	location_stool_in_pbs	longitude	mouse_dead	mouse_identification	mouse_number	physical_specimen_location	physical_specimen_remaining	qiita_study_id	sample_type	scientific_name	sex	stool_dna_concentration	stool_dna_concentration_units	stool_dna_location	taxon_id	timepoint_title	timepoint_weeks	weight_stool	weight_stool_pbs	weight_stool_pbs_units	weight_stool_units
11953.A955.tp12	2018-07-25	2018-05-30	2018-04-23	FALSE	#ffff99.spf_yellow	not provided	ABX	2018-09-04	2019-06-03	2019-04-02	not provided	fecal sample A955	pB-ALL	802	Host-associated	Animal-associated	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	not applicable	SPF	not provided	not provided	Pax5+/-	Spain:Salamanca	135	days	UBERON:feces	UBERON:feces	UBERON:feces	mouse	not collected	cm	4A+/-	Mus musculus	A955	10090	not collected	grams	40.96882	Box1: Rack 9 Caja 3C - 71	-5.66388	yes	1N	17	Germany	TRUE	11953	feces	mouse gut metagenome	female	133.5	ng/ul	Box1 - 71	410661	1 month after treatment	12	0.118	0.082	grams	grams
11953.A955.tp20	2018-07-25	2018-05-30	2018-04-23	FALSE	#ffff99.spf_yellow	not provided	ABX	2018-11-02	2019-06-03	2019-04-02	not provided	fecal sample A955	pB-ALL	802	Host-associated	Animal-associated	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	not applicable	SPF	not provided	not provided	Pax5+/-	Spain:Salamanca	194	days	UBERON:feces	UBERON:feces	UBERON:feces	mouse	not collected	cm	4A+/-	Mus musculus	A955	10090	not collected	grams	40.96882	Box2: Rack 5 Caja 5D - 24	-5.66388	yes	1N	17	Germany	TRUE	11953	feces	mouse gut metagenome	female	132.5	ng/ul	Box 2 - 5	410661	3 months after treatment	20	0.129	0.096	grams	grams
11953.A955.tp28	2018-07-25	2018-05-30	2018-04-23	FALSE	#ffff99.spf_yellow	not provided	ABX	2019-01-10	2019-06-03	2019-04-02	not provided	fecal sample A955	pB-ALL	802	Host-associated	Animal-associated	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	not applicable	SPF	not provided	not provided	Pax5+/-	Spain:Salamanca	263	days	UBERON:feces	UBERON:feces	UBERON:feces	mouse	not collected	cm	4A+/-	Mus musculus	A955	10090	not collected	grams	40.96882	Box2: Rack 5 Caja 5D - 47	-5.66388	yes	1N	17	Germany	TRUE	11953	feces	mouse gut metagenome	female	136.7	ng/ul	Box 2 - 28	410661	5 months after treatment	28	0.222	0.264	grams	grams
11953.A955.tp36	2018-07-25	2018-05-30	2018-04-23	FALSE	#ffff99.spf_yellow	not provided	ABX	2019-03-10	2019-06-03	2019-04-02	not provided	fecal sample A955	pB-ALL	802	Host-associated	Animal-associated	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	not applicable	SPF	not provided	not provided	Pax5+/-	Spain:Salamanca	322	days	UBERON:feces	UBERON:feces	UBERON:feces	mouse	not collected	cm	4A+/-	Mus musculus	A955	10090	not collected	grams	40.96882	Box2: Rack 5 Caja 5D - 69	-5.66388	yes	1N	17	Germany	TRUE	11953	feces	mouse gut metagenome	female	277.8	ng/ul	Box 2 - 50	410661	7 months after treatment	36	0.126	0.163	grams	grams
11953.A956.tp00	2018-07-25	2018-05-30	2018-04-23	FALSE	#ffff99.spf_yellow	not provided	ABX	2018-05-30	2019-06-03	2019-05-02	not provided	fecal sample A956	pB-ALL	802	Host-associated	Animal-associated	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	not applicable	SPF	not provided	not provided	Pax5+/-	Spain:Salamanca	38	days	UBERON:feces	UBERON:feces	UBERON:feces	mouse	not collected	cm	4A+/-	Mus musculus	A956	10090	not collected	grams	40.96882	Box1: Rack 9 Caja 3C - 30	-5.66388	yes	SMN	18	Germany	TRUE	11953	feces	mouse gut metagenome	female	158	ng/ul	Box1 - 30	410661	Before Antibiotic treatment	0	0.255	0.168	grams	grams
11953.A956.tp04	2018-07-25	2018-05-30	2018-04-23	FALSE	#ffff99.spf_yellow	not provided	ABX	2018-06-27	2019-06-03	2019-05-02	not provided	fecal sample A956	pB-ALL	802	Host-associated	Animal-associated	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	not applicable	SPF	not provided	not provided	Pax5+/-	Spain:Salamanca	66	days	UBERON:feces	UBERON:feces	UBERON:feces	mouse	not collected	cm	4A+/-	Mus musculus	A956	10090	not collected	grams	40.96882	Box1: Rack 9 Caja 3C - 48	-5.66388	yes	SMN	18	Germany	TRUE	11953	feces	mouse gut metagenome	female	43	ng/ul	Box1 - 48	410661	During Antibiotic treatment (4 weeks after treatment initiation)	4	0.315	0.473	grams	grams
11953.A956.tp08	2018-07-25	2018-05-30	2018-04-23	FALSE	#ffff99.spf_yellow	not provided	ABX	2018-07-23	2019-06-03	2019-05-02	not provided	fecal sample A956	pB-ALL	802	Host-associated	Animal-associated	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	not applicable	SPF	not provided	not provided	Pax5+/-	Spain:Salamanca	92	days	UBERON:feces	UBERON:feces	UBERON:feces	mouse	not collected	cm	4A+/-	Mus musculus	A956	10090	not collected	grams	40.96882	Box1: Rack 9 Caja 3C - 66	-5.66388	yes	SMN	18	Germany	TRUE	11953	feces	mouse gut metagenome	female	25.9	ng/ul	Box1 - 66	410661	At the end of the antibiotic treatment (8 weeks after treatment initiation)	8	0.2	0.17	grams	grams
11953.A956.tp12	2018-07-25	2018-05-30	2018-04-23	FALSE	#ffff99.spf_yellow	not provided	ABX	2018-09-04	2019-06-03	2019-05-02	not provided	fecal sample A956	pB-ALL	802	Host-associated	Animal-associated	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	not applicable	SPF	not provided	not provided	Pax5+/-	Spain:Salamanca	135	days	UBERON:feces	UBERON:feces	UBERON:feces	mouse	not collected	cm	4A+/-	Mus musculus	A956	10090	not collected	grams	40.96882	Box1: Rack 9 Caja 3C - 72	-5.66388	yes	SMN	18	Germany	TRUE	11953	feces	mouse gut metagenome	female	111.8	ng/ul	Box1 - 72	410661	1 month after treatment	12	0.1	0.043	grams	grams
11953.A956.tp20	2018-07-25	2018-05-30	2018-04-23	FALSE	#ffff99.spf_yellow	not provided	ABX	2018-11-02	2019-06-03	2019-05-02	not provided	fecal sample A956	pB-ALL	802	Host-associated	Animal-associated	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	not applicable	SPF	not provided	not provided	Pax5+/-	Spain:Salamanca	194	days	UBERON:feces	UBERON:feces	UBERON:feces	mouse	not collected	cm	4A+/-	Mus musculus	A956	10090	not collected	grams	40.96882	Box2: Rack 5 Caja 5D - 25	-5.66388	yes	SMN	18	Germany	TRUE	11953	feces	mouse gut metagenome	female	91.2	ng/ul	Box 2 - 6	410661	3 months after treatment	20	0.274	0.175	grams	grams
11953.A956.tp28	2018-07-25	2018-05-30	2018-04-23	FALSE	#ffff99.spf_yellow	not provided	ABX	2019-01-10	2019-06-03	2019-05-02	not provided	fecal sample A956	pB-ALL	802	Host-associated	Animal-associated	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	not applicable	SPF	not provided	not provided	Pax5+/-	Spain:Salamanca	263	days	UBERON:feces	UBERON:feces	UBERON:feces	mouse	not collected	cm	4A+/-	Mus musculus	A956	10090	not collected	grams	40.96882	Box2: Rack 5 Caja 5D - 48	-5.66388	yes	SMN	18	Germany	TRUE	11953	feces	mouse gut metagenome	female	163.1	ng/ul	Box 2 - 29	410661	5 months after treatment	28	0.183	0.372	grams	grams
11953.A956.tp36	2018-07-25	2018-05-30	2018-04-23	FALSE	#ffff99.spf_yellow	not provided	ABX	2019-03-10	2019-06-03	2019-05-02	not provided	fecal sample A956	pB-ALL	802	Host-associated	Animal-associated	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	not applicable	SPF	not provided	not provided	Pax5+/-	Spain:Salamanca	322	days	UBERON:feces	UBERON:feces	UBERON:feces	mouse	not collected	cm	4A+/-	Mus musculus	A956	10090	not collected	grams	40.96882	Box2: Rack 5 Caja 5D - 70	-5.66388	yes	SMN	18	Germany	TRUE	11953	feces	mouse gut metagenome	female	91	ng/ul	Box 2 - 51	410661	7 months after treatment	36	0.313	0.16	grams	grams
11953.A956.tpdeath	2018-07-25	2018-05-30	2018-04-23	FALSE	#ffff99.spf_yellow	not provided	ABX	2019-05-02	2019-06-03	2019-05-02	not provided	fecal sample A956	pB-ALL	802	Host-associated	Animal-associated	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	not applicable	SPF	not provided	not provided	Pax5+/-	Spain:Salamanca	375	days	UBERON:feces	UBERON:feces	UBERON:feces	mouse	not collected	cm	4A+/-	Mus musculus	A956	10090	not collected	grams	40.96882	not provided	-5.66388	yes	SMN	18	Germany	TRUE	11953	feces	mouse gut metagenome	female	226.1	ng/ul	Box 2 - 86	410661	death	not applicable	not provided	not provided	grams	grams
11953.F319.tp00	2018-10-31	2018-09-05	2018-06-13	FALSE	#ff99ff.spf_magenta	not provided	ABX	2018-09-05	2019-06-03	2019-08-16	not provided	fecal sample F319	pB-ALL	802	Host-associated	Animal-associated	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	not applicable	SPF	not provided	not provided	Pax5+/-	Spain:Salamanca	85	days	UBERON:feces	UBERON:feces	UBERON:feces	mouse	not collected	cm	4A+/-	Mus musculus	F319	10090	not collected	grams	40.96882	Box1: Rack 9 Caja 3C - 74	-5.66388	yes	2	20	Germany	TRUE	11953	feces	mouse gut metagenome	female	186.2	ng/ul	Box1 - 74	410661	Before Antibiotic treatment	0	0.158	0.089	grams	grams
11953.F319.tp04	2018-10-31	2018-09-05	2018-06-13	FALSE	#ff99ff.spf_magenta	not provided	ABX	2018-10-03	2019-06-03	2019-08-16	not provided	fecal sample F319	pB-ALL	802	Host-associated	Animal-associated	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	not applicable	SPF	not provided	not provided	Pax5+/-	Spain:Salamanca	113	days	UBERON:feces	UBERON:feces	UBERON:feces	mouse	not collected	cm	4A+/-	Mus musculus	F319	10090	not collected	grams	40.96882	Box2: Rack 5 Caja 5D - 10	-5.66388	yes	2	20	Germany	TRUE	11953	feces	mouse gut metagenome	female	55.8	ng/ul	Box1 - 91	410661	During Antibiotic treatment (4 weeks after treatment initiation)	4	0.316	0.276	grams	grams
11953.F319.tp08	2018-10-31	2018-09-05	2018-06-13	FALSE	#ff99ff.spf_magenta	not provided	ABX	2018-10-31	2019-06-03	2019-08-16	not provided	fecal sample F319	pB-ALL	802	Host-associated	Animal-associated	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	not applicable	SPF	not provided	not provided	Pax5+/-	Spain:Salamanca	141	days	UBERON:feces	UBERON:feces	UBERON:feces	mouse	not collected	cm	4A+/-	Mus musculus	F319	10090	not collected	grams	40.96882	Box2: Rack 5 Caja 5D - 15	-5.66388	yes	2	20	Germany	TRUE	11953	feces	mouse gut metagenome	female	18	ng/ul	Box1 - 96	410661	At the end of the antibiotic treatment (8 weeks after treatment initiation)	8	0.153	0.146	grams	grams
11953.F319.tp12	2018-10-31	2018-09-05	2018-06-13	FALSE	#ff99ff.spf_magenta	not provided	ABX	2018-12-03	2019-06-03	2019-08-16	not provided	fecal sample F319	pB-ALL	802	Host-associated	Animal-associated	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	not applicable	SPF	not provided	not provided	Pax5+/-	Spain:Salamanca	174	days	UBERON:feces	UBERON:feces	UBERON:feces	mouse	not collected	cm	4A+/-	Mus musculus	F319	10090	not collected	grams	40.96882	Box2: Rack 5 Caja 5D - 38	-5.66388	yes	2	20	Germany	TRUE	11953	feces	mouse gut metagenome	female	112.7	ng/ul	Box2 - 19	410661	1 month after treatment	12	0.191	0.121	grams	grams
11953.F319.tp20	2018-10-31	2018-09-05	2018-06-13	FALSE	#ff99ff.spf_magenta	not provided	ABX	2019-02-05	2019-06-03	2019-08-16	not provided	fecal sample F319	pB-ALL	802	Host-associated	Animal-associated	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	not applicable	SPF	not provided	not provided	Pax5+/-	Spain:Salamanca	238	days	UBERON:feces	UBERON:feces	UBERON:feces	mouse	not collected	cm	4A+/-	Mus musculus	F319	10090	not collected	grams	40.96882	Box2: Rack 5 Caja 5D - 60	-5.66388	yes	2	20	Germany	TRUE	11953	feces	mouse gut metagenome	female	165.7	ng/ul	Box 2 - 41	410661	3 months after treatment	20	0.203	0.145	grams	grams
11953.F319.tp28	2018-10-31	2018-09-05	2018-06-13	FALSE	#ff99ff.spf_magenta	not provided	ABX	2019-04-10	2019-06-03	2019-08-16	not provided	fecal sample F319	pB-ALL	802	Host-associated	Animal-associated	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	not applicable	SPF	not provided	not provided	Pax5+/-	Spain:Salamanca	302	days	UBERON:feces	UBERON:feces	UBERON:feces	mouse	not collected	cm	4A+/-	Mus musculus	F319	10090	not collected	grams	40.96882	Box2: Rack 5 Caja 5D - 81	-5.66388	yes	2	20	Germany	TRUE	11953	feces	mouse gut metagenome	female	145.8	ng/ul	Box 2 - 62	410661	5 months after treatment	28	0.173	0.131	grams	grams
11953.F319.tp36	2018-10-31	2018-09-05	2018-06-13	FALSE	#ff99ff.spf_magenta	not provided	ABX	2019-05-29	2019-06-03	2019-08-16	not provided	fecal sample F319	pB-ALL	802	Host-associated	Animal-associated	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	not applicable	SPF	not provided	not provided	Pax5+/-	Spain:Salamanca	351	days	UBERON:feces	UBERON:feces	UBERON:feces	mouse	not collected	cm	4A+/-	Mus musculus	F319	10090	not collected	grams	40.96882	Box2: Rack 5 Caja 5D - 96	-5.66388	yes	2	20	Germany	TRUE	11953	feces	mouse gut metagenome	female	96.7	ng/ul	Box 2 - 77	410661	7 months after treatment	36	0.29	0.285	grams	grams
11953.F320.tp00	2018-10-31	2018-09-05	2018-06-13	FALSE	#ff99ff.spf_magenta	not provided	ABX	2018-09-05	2019-06-03	not collected	not provided	fecal sample F320	not provided	802	Host-associated	Animal-associated	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	not applicable	SPF	not provided	not provided	Pax5+/-	Spain:Salamanca	85	days	UBERON:feces	UBERON:feces	UBERON:feces	mouse	not collected	cm	4A+/-	Mus musculus	F320	10090	not collected	grams	40.96882	Box1: Rack 9 Caja 3C - 75	-5.66388	not collected	3	21	Germany	TRUE	11953	feces	mouse gut metagenome	female	116.9	ng/ul	Box1 - 75	410661	Before Antibiotic treatment	0	0.067	0.098	grams	grams
11953.F320.tp04	2018-10-31	2018-09-05	2018-06-13	FALSE	#ff99ff.spf_magenta	not provided	ABX	2018-10-03	2019-06-03	not collected	not provided	fecal sample F320	not provided	802	Host-associated	Animal-associated	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	not applicable	SPF	not provided	not provided	Pax5+/-	Spain:Salamanca	113	days	UBERON:feces	UBERON:feces	UBERON:feces	mouse	not collected	cm	4A+/-	Mus musculus	F320	10090	not collected	grams	40.96882	Box2: Rack 5 Caja 5D - 11	-5.66388	not collected	3	21	Germany	TRUE	11953	feces	mouse gut metagenome	female	43.8	ng/ul	Box1 - 92	410661	During Antibiotic treatment (4 weeks after treatment initiation)	4	0.435	0.322	grams	grams
11953.F320.tp08	2018-10-31	2018-09-05	2018-06-13	FALSE	#ff99ff.spf_magenta	not provided	ABX	2018-10-31	2019-06-03	not collected	not provided	fecal sample F320	not provided	802	Host-associated	Animal-associated	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	not applicable	SPF	not provided	not provided	Pax5+/-	Spain:Salamanca	141	days	UBERON:feces	UBERON:feces	UBERON:feces	mouse	not collected	cm	4A+/-	Mus musculus	F320	10090	not collected	grams	40.96882	Box2: Rack 5 Caja 5D - 16	-5.66388	not collected	3	21	Germany	TRUE	11953	feces	mouse gut metagenome	female	36.4	ng/ul	Box1 - 97	410661	At the end of the antibiotic treatment (8 weeks after treatment initiation)	8	0.256	0.138	grams	grams
11953.F320.tp12	2018-10-31	2018-09-05	2018-06-13	FALSE	#ff99ff.spf_magenta	not provided	ABX	2018-12-03	2019-06-03	not collected	not provided	fecal sample F320	not provided	802	Host-associated	Animal-associated	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	not applicable	SPF	not provided	not provided	Pax5+/-	Spain:Salamanca	174	days	UBERON:feces	UBERON:feces	UBERON:feces	mouse	not collected	cm	4A+/-	Mus musculus	F320	10090	not collected	grams	40.96882	Box2: Rack 5 Caja 5D - 39	-5.66388	not collected	3	21	Germany	TRUE	11953	feces	mouse gut metagenome	female	121.4	ng/ul	Box2 - 20	410661	1 month after treatment	12	0.168	0.12	grams	grams
11953.F320.tp20	2018-10-31	2018-09-05	2018-06-13	FALSE	#ff99ff.spf_magenta	not provided	ABX	2019-02-05	2019-06-03	not collected	not provided	fecal sample F320	not provided	802	Host-associated	Animal-associated	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	not applicable	SPF	not provided	not provided	Pax5+/-	Spain:Salamanca	238	days	UBERON:feces	UBERON:feces	UBERON:feces	mouse	not collected	cm	4A+/-	Mus musculus	F320	10090	not collected	grams	40.96882	Box2: Rack 5 Caja 5D - 61	-5.66388	not collected	3	21	Germany	TRUE	11953	feces	mouse gut metagenome	female	184.7	ng/ul	Box 2 - 42	410661	3 months after treatment	20	0.155	0.123	grams	grams
11953.F320.tp28	2018-10-31	2018-09-05	2018-06-13	FALSE	#ff99ff.spf_magenta	not provided	ABX	2019-04-10	2019-06-03	not collected	not provided	fecal sample F320	not provided	802	Host-associated	Animal-associated	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	not applicable	SPF	not provided	not provided	Pax5+/-	Spain:Salamanca	302	days	UBERON:feces	UBERON:feces	UBERON:feces	mouse	not collected	cm	4A+/-	Mus musculus	F320	10090	not collected	grams	40.96882	Box2: Rack 5 Caja 5D - 82	-5.66388	not collected	3	21	Germany	TRUE	11953	feces	mouse gut metagenome	female	77.5	ng/ul	Box 2 - 63	410661	5 months after treatment	28	0.179	0.113	grams	grams
11953.F320.tp36	2018-10-31	2018-09-05	2018-06-13	FALSE	#ff99ff.spf_magenta	not provided	ABX	2019-05-29	2019-06-03	not collected	not provided	fecal sample F320	not provided	802	Host-associated	Animal-associated	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	not applicable	SPF	not provided	not provided	Pax5+/-	Spain:Salamanca	351	days	UBERON:feces	UBERON:feces	UBERON:feces	mouse	not collected	cm	4A+/-	Mus musculus	F320	10090	not collected	grams	40.96882	Box2: Rack 5 Caja 5D - 97	-5.66388	not collected	3	21	Germany	TRUE	11953	feces	mouse gut metagenome	female	121.2	ng/ul	Box 2 - 78	410661	7 months after treatment	36	0.138	0.214	grams	grams
11953.F321.tp00	2018-10-31	2018-09-05	2018-06-13	FALSE	#ff99ff.spf_magenta	not provided	ABX	2018-09-05	2019-06-03	not collected	not provided	fecal sample F321	not provided	802	Host-associated	Animal-associated	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	not applicable	SPF	not provided	not provided	Pax5+/-	Spain:Salamanca	85	days	UBERON:feces	UBERON:feces	UBERON:feces	mouse	not collected	cm	4A+/-	Mus musculus	F321	10090	not collected	grams	40.96882	Box1: Rack 9 Caja 3C - 76	-5.66388	not collected	SM	22	Germany	TRUE	11953	feces	mouse gut metagenome	female	180.2	ng/ul	Box1 - 76	410661	Before Antibiotic treatment	0	0.14	0.079	grams	grams
11953.F321.tp04	2018-10-31	2018-09-05	2018-06-13	FALSE	#ff99ff.spf_magenta	not provided	ABX	2018-10-03	2019-06-03	not collected	not provided	fecal sample F321	not provided	802	Host-associated	Animal-associated	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	not applicable	SPF	not provided	not provided	Pax5+/-	Spain:Salamanca	113	days	UBERON:feces	UBERON:feces	UBERON:feces	mouse	not collected	cm	4A+/-	Mus musculus	F321	10090	not collected	grams	40.96882	Box2: Rack 5 Caja 5D - 12	-5.66388	not collected	SM	22	Germany	TRUE	11953	feces	mouse gut metagenome	female	31.2	ng/ul	Box1 - 93	410661	During Antibiotic treatment (4 weeks after treatment initiation)	4	0.207	0.139	grams	grams
11953.F321.tp08	2018-10-31	2018-09-05	2018-06-13	FALSE	#ff99ff.spf_magenta	not provided	ABX	2018-10-31	2019-06-03	not collected	not provided	fecal sample F321	not provided	802	Host-associated	Animal-associated	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	not applicable	SPF	not provided	not provided	Pax5+/-	Spain:Salamanca	141	days	UBERON:feces	UBERON:feces	UBERON:feces	mouse	not collected	cm	4A+/-	Mus musculus	F321	10090	not collected	grams	40.96882	Box2: Rack 5 Caja 5D - 17	-5.66388	not collected	SM	22	Germany	TRUE	11953	feces	mouse gut metagenome	female	5.9	ng/ul	Box1 - 98	410661	At the end of the antibiotic treatment (8 weeks after treatment initiation)	8	0.129	0.096	grams	grams
11953.F321.tp12	2018-10-31	2018-09-05	2018-06-13	FALSE	#ff99ff.spf_magenta	not provided	ABX	2018-12-03	2019-06-03	not collected	not provided	fecal sample F321	not provided	802	Host-associated	Animal-associated	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	not applicable	SPF	not provided	not provided	Pax5+/-	Spain:Salamanca	174	days	UBERON:feces	UBERON:feces	UBERON:feces	mouse	not collected	cm	4A+/-	Mus musculus	F321	10090	not collected	grams	40.96882	Box2: Rack 5 Caja 5D - 40	-5.66388	not collected	SM	22	Germany	TRUE	11953	feces	mouse gut metagenome	female	169.5	ng/ul	Box2 - 21	410661	1 month after treatment	12	0.253	0.123	grams	grams
11953.F321.tp20	2018-10-31	2018-09-05	2018-06-13	FALSE	#ff99ff.spf_magenta	not provided	ABX	2019-02-05	2019-06-03	not collected	not provided	fecal sample F321	not provided	802	Host-associated	Animal-associated	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	not applicable	SPF	not provided	not provided	Pax5+/-	Spain:Salamanca	238	days	UBERON:feces	UBERON:feces	UBERON:feces	mouse	not collected	cm	4A+/-	Mus musculus	F321	10090	not collected	grams	40.96882	Box2: Rack 5 Caja 5D - 62	-5.66388	not collected	SM	22	Germany	TRUE	11953	feces	mouse gut metagenome	female	178.4	ng/ul	Box 2 - 43	410661	3 months after treatment	20	0.15	0.094	grams	grams
